Date and Time,Time (s),Temperature (C),Position (m)
05/18/2020 12:20:39 PM,5260,73.1,0.156
05/18/2020 12:20:49 PM,5270,73.3,0.151
05/18/2020 12:20:59 PM,5280,73.4,0.157
05/18/2020 12:21:09 PM,5290,73.4,0.147
05/18/2020 12:21:19 PM,5300,73.5,0.151
05/18/2020 12:21:29 PM,5310,73.6,0.156
05/18/2020 12:21:39 PM,5320,73.7,0.152
05/18/2020 12:21:49 PM,5330,73.6,0.155
05/18/2020 12:21:59 PM,5340,73.7,0.156
05/18/2020 12:22:09 PM,5350,73.8,0.151
05/18/2020 12:22:19 PM,5360,73.8,0.153
05/18/2020 12:22:29 PM,5370,73.8,0.15
05/18/2020 12:22:39 PM,5380,73.9,0.157
05/18/2020 12:22:49 PM,5390,73.9,0.149
05/18/2020 12:22:59 PM,5400,73.9,0.152
05/18/2020 12:23:09 PM,5410,74,0.152
05/18/2020 12:23:19 PM,5420,74,0.157
05/18/2020 12:23:29 PM,5430,74.1,0.147
05/18/2020 12:23:39 PM,5440,74.1,0.148
05/18/2020 12:23:49 PM,5450,74.2,0.15
05/18/2020 12:23:59 PM,5460,74.1,0.155
05/18/2020 12:24:09 PM,5470,74.4,0.151
05/18/2020 12:24:19 PM,5480,74.4,0.149
05/18/2020 12:24:29 PM,5490,74.4,0.151
05/18/2020 12:24:39 PM,5500,74.6,0.151
05/18/2020 12:24:49 PM,5510,74.6,0.152
05/18/2020 12:24:59 PM,5520,74.6,0.15
05/18/2020 12:25:09 PM,5530,74.9,0.152
05/18/2020 12:25:19 PM,5540,74.9,0.148
05/18/2020 12:25:29 PM,5550,74.8,0.154
05/18/2020 12:25:39 PM,5560,74.9,0.15
05/18/2020 12:25:49 PM,5570,74.9,0.15
05/18/2020 12:25:59 PM,5580,74.9,0.155
05/18/2020 12:26:09 PM,5590,74.9,0.154
05/18/2020 12:26:19 PM,5600,74.9,0.149
05/18/2020 12:26:29 PM,5610,74.9,0.152
05/18/2020 12:26:39 PM,5620,75,0.151
05/18/2020 12:26:49 PM,5630,75,0.157
05/18/2020 12:26:59 PM,5640,75,0.154
05/18/2020 12:27:09 PM,5650,75,0.152
05/18/2020 12:27:19 PM,5660,75.1,0.153
05/18/2020 12:27:29 PM,5670,75.2,0.156
05/18/2020 12:27:39 PM,5680,75.4,0.15
05/18/2020 12:27:49 PM,5690,75.3,0.152
05/18/2020 12:27:59 PM,5700,75.3,0.152
05/18/2020 12:28:09 PM,5710,75.4,0.154
05/18/2020 12:28:19 PM,5720,75.6,0.152
05/18/2020 12:28:29 PM,5730,75.5,0.151
05/18/2020 12:28:39 PM,5740,75.6,0.152
05/18/2020 12:28:49 PM,5750,75.5,0.153
05/18/2020 12:28:59 PM,5760,75.6,0.15
05/18/2020 12:29:09 PM,5770,75.6,0.15
05/18/2020 12:29:19 PM,5780,75.6,0.153
05/18/2020 12:29:29 PM,5790,75.6,0.153
05/18/2020 12:29:39 PM,5800,75.6,0.158
05/18/2020 12:29:49 PM,5810,75.6,0.149
05/18/2020 12:29:59 PM,5820,75.7,0.157
05/18/2020 12:30:09 PM,5830,75.6,0.153
05/18/2020 12:30:19 PM,5840,75.6,0.153
05/18/2020 12:30:29 PM,5850,75.7,0.148
05/18/2020 12:30:39 PM,5860,75.7,0.154
05/18/2020 12:30:49 PM,5870,75.8,0.154
05/18/2020 12:30:59 PM,5880,75.8,0.159
05/18/2020 12:31:09 PM,5890,76,0.153
05/18/2020 12:31:19 PM,5900,75.9,0.153
05/18/2020 12:31:29 PM,5910,76,0.157
05/18/2020 12:31:39 PM,5920,76,0.154
05/18/2020 12:31:49 PM,5930,76,0.153
05/18/2020 12:31:59 PM,5940,75.9,0.158
05/18/2020 12:32:09 PM,5950,76.1,0.153
05/18/2020 12:32:19 PM,5960,76.1,0.154
05/18/2020 12:32:29 PM,5970,75.9,0.152
05/18/2020 12:32:39 PM,5980,75.9,0.158
05/18/2020 12:32:49 PM,5990,76.1,0.155
05/18/2020 12:32:59 PM,6000,75.9,0.153
05/18/2020 12:33:09 PM,6010,76,0.158
05/18/2020 12:33:19 PM,6020,75.8,0.155
05/18/2020 12:33:29 PM,6030,76,0.153
05/18/2020 12:33:39 PM,6040,76,0.151
05/18/2020 12:33:49 PM,6050,76,0.154
05/18/2020 12:33:59 PM,6060,76.1,0.153
05/18/2020 12:34:09 PM,6070,76,0.155
05/18/2020 12:34:19 PM,6080,76.1,0.154
05/18/2020 12:34:29 PM,6090,76.2,0.152
05/18/2020 12:34:39 PM,6100,76.2,0.156
05/18/2020 12:34:49 PM,6110,76.2,0.152
05/18/2020 12:34:59 PM,6120,76.2,0.152
05/18/2020 12:35:09 PM,6130,76.2,0.153
05/18/2020 12:35:19 PM,6140,76.2,0.155
05/18/2020 12:35:29 PM,6150,76.2,0.155
05/18/2020 12:35:39 PM,6160,76.3,0.154
05/18/2020 12:35:49 PM,6170,76.1,0.159
05/18/2020 12:35:59 PM,6180,76.2,0.158
05/18/2020 12:36:09 PM,6190,76.1,0.152
05/18/2020 12:36:19 PM,6200,76.2,0.156
05/18/2020 12:36:29 PM,6210,76.2,0.154
05/18/2020 12:36:39 PM,6220,76.1,0.152
05/18/2020 12:36:49 PM,6230,76.2,0.156
05/18/2020 12:36:59 PM,6240,76.2,0.155
05/18/2020 12:37:09 PM,6250,76.2,0.159
05/18/2020 12:37:19 PM,6260,76.2,0.154
05/18/2020 12:37:29 PM,6270,76.3,0.156
05/18/2020 12:37:39 PM,6280,76.4,0.153
05/18/2020 12:37:49 PM,6290,76.4,0.154
05/18/2020 12:37:59 PM,6300,76.5,0.161
05/18/2020 12:38:09 PM,6310,76.4,0.156
05/18/2020 12:38:19 PM,6320,76.4,0.16
05/18/2020 12:38:29 PM,6330,76.4,0.155
05/18/2020 12:38:39 PM,6340,76.3,0.154
05/18/2020 12:38:49 PM,6350,76.3,0.154
05/18/2020 12:38:59 PM,6360,76.3,0.152
05/18/2020 12:39:09 PM,6370,76.4,0.151
05/18/2020 12:39:19 PM,6380,76.3,0.153
05/18/2020 12:39:29 PM,6390,76.4,0.152
05/18/2020 12:39:39 PM,6400,76.4,0.154
05/18/2020 12:39:49 PM,6410,76.4,0.153
05/18/2020 12:39:59 PM,6420,76.5,0.154
05/18/2020 12:40:09 PM,6430,76.4,0.154
05/18/2020 12:40:19 PM,6440,76.6,0.153
05/18/2020 12:40:29 PM,6450,76.6,0.152
05/18/2020 12:40:39 PM,6460,76.6,0.153
05/18/2020 12:40:49 PM,6470,76.6,0.151
05/18/2020 12:40:59 PM,6480,76.6,0.155
05/18/2020 12:41:09 PM,6490,76.6,0.157
05/18/2020 12:41:19 PM,6500,76.6,0.158
05/18/2020 12:41:29 PM,6510,76.6,0.154
05/18/2020 12:41:39 PM,6520,76.7,0.152
05/18/2020 12:41:49 PM,6530,76.7,0.15
05/18/2020 12:41:59 PM,6540,76.6,0.153
05/18/2020 12:42:09 PM,6550,76.6,0.158
05/18/2020 12:42:19 PM,6560,76.6,0.158
05/18/2020 12:42:29 PM,6570,76.6,0.159
05/18/2020 12:42:39 PM,6580,76.6,0.155
05/18/2020 12:42:49 PM,6590,76.6,0.151
05/18/2020 12:42:59 PM,6600,76.7,0.151
05/18/2020 12:43:09 PM,6610,76.7,0.158
05/18/2020 12:43:19 PM,6620,76.8,0.158
05/18/2020 12:43:29 PM,6630,76.8,0.148
05/18/2020 12:43:39 PM,6640,76.9,0.158
05/18/2020 12:43:49 PM,6650,76.9,0.154
05/18/2020 12:43:59 PM,6660,76.9,0.153
05/18/2020 12:44:09 PM,6670,77,0.152
05/18/2020 12:44:19 PM,6680,76.9,0.156
05/18/2020 12:44:29 PM,6690,77,0.16
05/18/2020 12:44:39 PM,6700,77,0.158
05/18/2020 12:44:49 PM,6710,77.2,0.151
05/18/2020 12:44:59 PM,6720,77.1,0.153
05/18/2020 12:45:09 PM,6730,77,0.156
05/18/2020 12:45:19 PM,6740,77,0.152
05/18/2020 12:45:29 PM,6750,76.9,0.157
05/18/2020 12:45:39 PM,6760,77,0.154
05/18/2020 12:45:49 PM,6770,77,0.159
05/18/2020 12:45:59 PM,6780,77.1,0.152
05/18/2020 12:46:09 PM,6790,77.1,0.155
05/18/2020 12:46:19 PM,6800,77.2,0.159
05/18/2020 12:46:29 PM,6810,77.2,0.154
05/18/2020 12:46:39 PM,6820,77.2,0.158
05/18/2020 12:46:49 PM,6830,77.2,0.158
05/18/2020 12:46:59 PM,6840,77.1,0.158
05/18/2020 12:47:09 PM,6850,77.3,0.154
05/18/2020 12:47:19 PM,6860,77.3,0.159
05/18/2020 12:47:29 PM,6870,77.3,0.151
05/18/2020 12:47:39 PM,6880,77.3,0.158
05/18/2020 12:47:49 PM,6890,77.3,0.152
05/18/2020 12:47:59 PM,6900,77.3,0.147
05/18/2020 12:48:09 PM,6910,77.3,0.16
05/18/2020 12:48:19 PM,6920,77.3,0.154
05/18/2020 12:48:29 PM,6930,77.3,0.155
05/18/2020 12:48:39 PM,6940,77.3,0.153
05/18/2020 12:48:49 PM,6950,77.3,0.154
05/18/2020 12:48:59 PM,6960,77.3,0.153
05/18/2020 12:49:09 PM,6970,77.3,0.155
05/18/2020 12:49:19 PM,6980,77.3,0.156
05/18/2020 12:49:29 PM,6990,77.3,0.157
05/18/2020 12:49:39 PM,7000,77.4,0.158
05/18/2020 12:49:49 PM,7010,77.4,0.161
05/18/2020 12:49:59 PM,7020,77.5,0.152
05/18/2020 12:50:09 PM,7030,77.6,0.161
05/18/2020 12:50:19 PM,7040,77.5,0.159
05/18/2020 12:50:29 PM,7050,77.5,0.154
05/18/2020 12:50:39 PM,7060,77.6,0.155
05/18/2020 12:50:49 PM,7070,77.6,0.154
05/18/2020 12:50:59 PM,7080,77.6,0.161
05/18/2020 12:51:09 PM,7090,77.5,0.16
05/18/2020 12:51:19 PM,7100,77.6,0.16
05/18/2020 12:51:29 PM,7110,77.5,0.156
05/18/2020 12:51:39 PM,7120,77.5,0.157
05/18/2020 12:51:49 PM,7130,77.5,0.169
05/18/2020 12:51:59 PM,7140,77.4,0.161
05/18/2020 12:52:09 PM,7150,77.4,0.158
05/18/2020 12:52:19 PM,7160,77.5,0.159
05/18/2020 12:52:29 PM,7170,77.4,0.156
05/18/2020 12:52:39 PM,7180,77.4,0.155
05/18/2020 12:52:49 PM,7190,77.4,0.154
05/18/2020 12:52:59 PM,7200,77.4,0.156
05/18/2020 12:53:09 PM,7210,77.6,0.156
05/18/2020 12:53:19 PM,7220,77.6,0.157
05/18/2020 12:53:29 PM,7230,77.6,0.157
05/18/2020 12:53:39 PM,7240,77.4,0.157
05/18/2020 12:53:49 PM,7250,77.6,0.157
05/18/2020 12:53:59 PM,7260,77.6,0.162
05/18/2020 12:54:09 PM,7270,77.5,0.155
05/18/2020 12:54:19 PM,7280,77.3,0.158
05/18/2020 12:54:29 PM,7290,77.5,0.157
05/18/2020 12:54:39 PM,7300,77.5,0.157
05/18/2020 12:54:49 PM,7310,77.4,0.157
05/18/2020 12:54:59 PM,7320,77.4,0.161
05/18/2020 12:55:09 PM,7330,77.4,0.157
05/18/2020 12:55:19 PM,7340,77.4,0.162
05/18/2020 12:55:29 PM,7350,77.3,0.157
05/18/2020 12:55:39 PM,7360,77.3,0.157
05/18/2020 12:55:49 PM,7370,77.3,0.157
05/18/2020 12:55:59 PM,7380,77.4,0.157
05/18/2020 12:56:09 PM,7390,77.4,0.155
05/18/2020 12:56:19 PM,7400,77.5,0.155
05/18/2020 12:56:29 PM,7410,77.5,0.157
05/18/2020 12:56:39 PM,7420,77.5,0.159
05/18/2020 12:56:49 PM,7430,77.5,0.155
05/18/2020 12:56:59 PM,7440,77.5,0.159
05/18/2020 12:57:09 PM,7450,77.5,0.16
05/18/2020 12:57:19 PM,7460,77.5,0.159
05/18/2020 12:57:29 PM,7470,77.4,0.158
05/18/2020 12:57:39 PM,7480,77.4,0.158
05/18/2020 12:57:49 PM,7490,77.4,0.162
05/18/2020 12:57:59 PM,7500,77.3,0.158
05/18/2020 12:58:09 PM,7510,77.3,0.158
05/18/2020 12:58:19 PM,7520,77.3,0.16
05/18/2020 12:58:29 PM,7530,77.3,0.159
05/18/2020 12:58:39 PM,7540,77.3,0.157
05/18/2020 12:58:49 PM,7550,77.4,0.155
05/18/2020 12:58:59 PM,7560,77.4,0.158
05/18/2020 12:59:09 PM,7570,77.4,0.158
05/18/2020 12:59:19 PM,7580,77.4,0.162
05/18/2020 12:59:29 PM,7590,77.4,0.161
05/18/2020 12:59:39 PM,7600,77.6,0.161
05/18/2020 12:59:49 PM,7610,77.5,0.16
05/18/2020 12:59:59 PM,7620,77.5,0.155
05/18/2020 1:00:09 PM,7630,77.5,0.157
05/18/2020 1:00:19 PM,7640,77.6,0.157
05/18/2020 1:00:29 PM,7650,77.4,0.155
05/18/2020 1:00:39 PM,7660,77.5,0.156
05/18/2020 1:00:49 PM,7670,77.4,0.153
05/18/2020 1:00:59 PM,7680,77.4,0.158
05/18/2020 1:01:09 PM,7690,77.4,0.154
05/18/2020 1:01:19 PM,7700,77.3,0.156
05/18/2020 1:01:29 PM,7710,77.5,0.158
05/18/2020 1:01:39 PM,7720,77.3,0.161
05/18/2020 1:01:49 PM,7730,77.4,0.155
05/18/2020 1:01:59 PM,7740,77.3,0.159
05/18/2020 1:02:09 PM,7750,77.4,0.156
05/18/2020 1:02:19 PM,7760,77.4,0.154
05/18/2020 1:02:29 PM,7770,77.6,0.157
05/18/2020 1:02:39 PM,7780,77.5,0.159
05/18/2020 1:02:49 PM,7790,77.8,0.159
05/18/2020 1:02:59 PM,7800,77.7,0.159
05/18/2020 1:03:09 PM,7810,77.8,0.154
05/18/2020 1:03:19 PM,7820,77.6,0.157
05/18/2020 1:03:29 PM,7830,77.7,0.155
05/18/2020 1:03:39 PM,7840,77.7,0.154
05/18/2020 1:03:49 PM,7850,77.7,0.154
05/18/2020 1:03:59 PM,7860,77.6,0.16
05/18/2020 1:04:09 PM,7870,77.7,0.164
05/18/2020 1:04:19 PM,7880,77.6,0.144
05/18/2020 1:04:29 PM,7890,77.7,0.156
05/18/2020 1:04:39 PM,7900,77.6,0.155
05/18/2020 1:04:49 PM,7910,77.6,0.154
05/18/2020 1:04:59 PM,7920,77.6,0.158
05/18/2020 1:05:09 PM,7930,77.7,0.153
05/18/2020 1:05:19 PM,7940,77.7,0.155
05/18/2020 1:05:29 PM,7950,77.7,0.161
05/18/2020 1:05:39 PM,7960,77.8,0.153
05/18/2020 1:05:49 PM,7970,77.8,0.153
05/18/2020 1:05:59 PM,7980,77.9,0.154
05/18/2020 1:06:09 PM,7990,77.9,0.159
05/18/2020 1:06:19 PM,8000,77.9,0.158
05/18/2020 1:06:29 PM,8010,78.2,0.154
05/18/2020 1:06:39 PM,8020,78.1,0.152
05/18/2020 1:06:49 PM,8030,78.1,0.161
05/18/2020 1:06:59 PM,8040,78.1,0.157
05/18/2020 1:07:09 PM,8050,78,0.159
05/18/2020 1:07:19 PM,8060,78.1,0.155
05/18/2020 1:07:29 PM,8070,78,0.157
05/18/2020 1:07:39 PM,8080,78,0.161
05/18/2020 1:07:49 PM,8090,78,0.155
05/18/2020 1:07:59 PM,8100,77.9,0.157
05/18/2020 1:08:09 PM,8110,78.1,0.156
05/18/2020 1:08:19 PM,8120,77.9,0.156
05/18/2020 1:08:29 PM,8130,77.9,0.157
05/18/2020 1:08:39 PM,8140,78,0.155
05/18/2020 1:08:49 PM,8150,78.1,0.156
05/18/2020 1:08:59 PM,8160,78.1,0.157
05/18/2020 1:09:09 PM,8170,78.1,0.155
05/18/2020 1:09:19 PM,8180,78.2,0.158
05/18/2020 1:09:29 PM,8190,78.3,0.155
05/18/2020 1:09:39 PM,8200,78.3,0.155
05/18/2020 1:09:49 PM,8210,78.3,0.156
05/18/2020 1:09:59 PM,8220,78.2,0.164
05/18/2020 1:10:09 PM,8230,78.2,0.156
05/18/2020 1:10:19 PM,8240,78.2,0.154
05/18/2020 1:10:29 PM,8250,78.2,0.177
05/18/2020 1:10:39 PM,8260,78.2,0.158
05/18/2020 1:10:49 PM,8270,78.3,0.156
05/18/2020 1:10:59 PM,8280,78.2,0.155
05/18/2020 1:11:09 PM,8290,78.1,0.153
05/18/2020 1:11:19 PM,8300,78.2,0.157
05/18/2020 1:11:29 PM,8310,78.2,0.157
05/18/2020 1:11:39 PM,8320,78.2,0.159
05/18/2020 1:11:49 PM,8330,78.2,0.163
05/18/2020 1:11:59 PM,8340,78.2,0.158
05/18/2020 1:12:09 PM,8350,78.2,0.156
05/18/2020 1:12:19 PM,8360,78.2,0.156
05/18/2020 1:12:29 PM,8370,78.2,0.157
05/18/2020 1:12:39 PM,8380,78.3,0.158
05/18/2020 1:12:49 PM,8390,78.3,0.164
05/18/2020 1:12:59 PM,8400,78.3,0.159
05/18/2020 1:13:09 PM,8410,78.3,0.159
05/18/2020 1:13:19 PM,8420,78.3,0.156
05/18/2020 1:13:29 PM,8430,78.2,0.158
05/18/2020 1:13:39 PM,8440,78.2,0.161
05/18/2020 1:13:49 PM,8450,78.1,0.159
05/18/2020 1:13:59 PM,8460,78,0.158
05/18/2020 1:14:09 PM,8470,78.1,0.159
05/18/2020 1:14:19 PM,8480,78,0.157
05/18/2020 1:14:29 PM,8490,78,0.159
05/18/2020 1:14:39 PM,8500,77.9,0.16
05/18/2020 1:14:49 PM,8510,78,0.163
05/18/2020 1:14:59 PM,8520,78,0.164
05/18/2020 1:15:09 PM,8530,78,0.16
05/18/2020 1:15:19 PM,8540,78,0.16
05/18/2020 1:15:29 PM,8550,78.1,0.159
05/18/2020 1:15:39 PM,8560,78.1,0.164
05/18/2020 1:15:49 PM,8570,78.1,0.158
05/18/2020 1:15:59 PM,8580,78.2,0.165
05/18/2020 1:16:09 PM,8590,78,0.165
05/18/2020 1:16:19 PM,8600,78.1,0.16
05/18/2020 1:16:29 PM,8610,78.1,0.159
05/18/2020 1:16:39 PM,8620,78,0.158
05/18/2020 1:16:49 PM,8630,77.9,0.159
05/18/2020 1:16:59 PM,8640,77.9,0.161
05/18/2020 1:17:09 PM,8650,77.9,0.16
05/18/2020 1:17:19 PM,8660,77.9,0.159
05/18/2020 1:17:29 PM,8670,77.9,0.158
05/18/2020 1:17:39 PM,8680,77.8,0.157
05/18/2020 1:17:49 PM,8690,77.8,0.16
05/18/2020 1:17:59 PM,8700,77.8,0.158
05/18/2020 1:18:09 PM,8710,77.9,0.16
05/18/2020 1:18:19 PM,8720,77.9,0.16
05/18/2020 1:18:29 PM,8730,78,0.161
05/18/2020 1:18:39 PM,8740,78,0.164
05/18/2020 1:18:49 PM,8750,78,0.159
05/18/2020 1:18:59 PM,8760,78,0.162
05/18/2020 1:19:09 PM,8770,77.9,0.16
05/18/2020 1:19:19 PM,8780,77.9,0.158
05/18/2020 1:19:29 PM,8790,77.9,0.158
05/18/2020 1:19:39 PM,8800,77.9,0.157
05/18/2020 1:19:49 PM,8810,77.9,0.161
05/18/2020 1:19:59 PM,8820,77.8,0.159
05/18/2020 1:20:09 PM,8830,77.8,0.161
05/18/2020 1:20:19 PM,8840,77.8,0.159
05/18/2020 1:20:29 PM,8850,77.8,0.162
05/18/2020 1:20:39 PM,8860,77.7,0.159
05/18/2020 1:20:49 PM,8870,77.9,0.159
05/18/2020 1:20:59 PM,8880,77.8,0.158
05/18/2020 1:21:09 PM,8890,77.7,0.158
05/18/2020 1:21:19 PM,8900,77.8,0.16
05/18/2020 1:21:29 PM,8910,77.9,0.156
05/18/2020 1:21:39 PM,8920,77.9,0.163
05/18/2020 1:21:49 PM,8930,77.9,0.158
05/18/2020 1:21:59 PM,8940,78,0.159
05/18/2020 1:22:09 PM,8950,77.9,0.162
05/18/2020 1:22:19 PM,8960,78,0.163
05/18/2020 1:22:29 PM,8970,77.9,0.157
05/18/2020 1:22:39 PM,8980,78,0.159
05/18/2020 1:22:49 PM,8990,78,0.16
05/18/2020 1:22:59 PM,9000,78,0.158
05/18/2020 1:23:09 PM,9010,78,0.163
05/18/2020 1:23:19 PM,9020,77.8,0.16
05/18/2020 1:23:29 PM,9030,77.8,0.163
05/18/2020 1:23:39 PM,9040,77.9,0.159
05/18/2020 1:23:49 PM,9050,77.9,0.16
05/18/2020 1:23:59 PM,9060,77.9,0.16
05/18/2020 1:24:09 PM,9070,78,0.16
05/18/2020 1:24:19 PM,9080,77.9,0.156
05/18/2020 1:24:29 PM,9090,78,0.158
05/18/2020 1:24:39 PM,9100,78,0.159
05/18/2020 1:24:49 PM,9110,78.2,0.156
05/18/2020 1:24:59 PM,9120,78.2,0.155
05/18/2020 1:25:09 PM,9130,78.2,0.163
05/18/2020 1:25:19 PM,9140,78.1,0.157
05/18/2020 1:25:29 PM,9150,78.2,0.163
05/18/2020 1:25:39 PM,9160,78.2,0.16
05/18/2020 1:25:49 PM,9170,78.2,0.159
05/18/2020 1:25:59 PM,9180,78.2,0.156
05/18/2020 1:26:09 PM,9190,78.2,0.16
05/18/2020 1:26:19 PM,9200,78.2,0.158
05/18/2020 1:26:29 PM,9210,78.1,0.158
05/18/2020 1:26:39 PM,9220,78.2,0.162
05/18/2020 1:26:49 PM,9230,78.1,0.162
05/18/2020 1:26:59 PM,9240,78.2,0.163
05/18/2020 1:27:09 PM,9250,78.1,0.155
05/18/2020 1:27:19 PM,9260,78.1,0.163
05/18/2020 1:27:29 PM,9270,78.2,0.162
05/18/2020 1:27:39 PM,9280,78.3,0.162
05/18/2020 1:27:49 PM,9290,78.2,0.161
05/18/2020 1:27:59 PM,9300,78.3,0.159
05/18/2020 1:28:09 PM,9310,78.5,0.157
05/18/2020 1:28:19 PM,9320,78.5,0.159
05/18/2020 1:28:29 PM,9330,78.5,0.159
05/18/2020 1:28:39 PM,9340,78.5,0.164
05/18/2020 1:28:49 PM,9350,78.5,0.162
05/18/2020 1:28:59 PM,9360,78.5,0.158
05/18/2020 1:29:09 PM,9370,78.5,0.163
05/18/2020 1:29:19 PM,9380,78.5,0.164
05/18/2020 1:29:29 PM,9390,78.5,0.153
05/18/2020 1:29:39 PM,9400,78.5,0.163
05/18/2020 1:29:49 PM,9410,78.4,0.159
05/18/2020 1:29:59 PM,9420,78.5,0.161
05/18/2020 1:30:09 PM,9430,78.5,0.16
05/18/2020 1:30:19 PM,9440,78.5,0.164
05/18/2020 1:30:29 PM,9450,78.5,0.156
05/18/2020 1:30:39 PM,9460,78.5,0.156
05/18/2020 1:30:49 PM,9470,78.5,0.161
05/18/2020 1:30:59 PM,9480,78.6,0.16
05/18/2020 1:31:09 PM,9490,78.5,0.158
05/18/2020 1:31:19 PM,9500,78.6,0.161
05/18/2020 1:31:29 PM,9510,78.6,0.165
05/18/2020 1:31:39 PM,9520,78.6,0.162
05/18/2020 1:31:49 PM,9530,78.8,0.159
05/18/2020 1:31:59 PM,9540,78.6,0.162
05/18/2020 1:32:09 PM,9550,78.6,0.161
05/18/2020 1:32:19 PM,9560,78.6,0.155
05/18/2020 1:32:29 PM,9570,78.5,0.159
05/18/2020 1:32:39 PM,9580,78.5,0.162
05/18/2020 1:32:49 PM,9590,78.5,0.162
05/18/2020 1:32:59 PM,9600,78.5,0.159
05/18/2020 1:33:09 PM,9610,78.4,0.158
05/18/2020 1:33:19 PM,9620,78.5,0.167
05/18/2020 1:33:29 PM,9630,78.5,0.166
05/18/2020 1:33:39 PM,9640,78.4,0.164
05/18/2020 1:33:49 PM,9650,78.5,0.161
05/18/2020 1:33:59 PM,9660,78.5,0.16
05/18/2020 1:34:09 PM,9670,78.4,0.162
05/18/2020 1:34:19 PM,9680,78.5,0.162
05/18/2020 1:34:29 PM,9690,78.5,0.167
05/18/2020 1:34:39 PM,9700,78.5,0.163
05/18/2020 1:34:49 PM,9710,78.5,0.163
05/18/2020 1:34:59 PM,9720,78.5,0.16
05/18/2020 1:35:09 PM,9730,78.6,0.163
05/18/2020 1:35:19 PM,9740,78.5,0.162
05/18/2020 1:35:29 PM,9750,78.5,0.159
05/18/2020 1:35:39 PM,9760,78.4,0.164
05/18/2020 1:35:49 PM,9770,78.4,0.165
05/18/2020 1:35:59 PM,9780,78.4,0.162
05/18/2020 1:36:09 PM,9790,78.3,0.167
05/18/2020 1:36:19 PM,9800,78.2,0.167
05/18/2020 1:36:29 PM,9810,78.1,0.162
05/18/2020 1:36:39 PM,9820,78.2,0.163
05/18/2020 1:36:49 PM,9830,78.2,0.164
05/18/2020 1:36:59 PM,9840,78.2,0.163
05/18/2020 1:37:09 PM,9850,78.3,0.205
05/18/2020 1:37:19 PM,9860,78.3,0.167
05/18/2020 1:37:29 PM,9870,78.3,0.169
05/18/2020 1:37:39 PM,9880,78.3,0.162
05/18/2020 1:37:49 PM,9890,78.4,0.168
05/18/2020 1:37:59 PM,9900,78.4,0.162
05/18/2020 1:38:09 PM,9910,78.3,0.213
05/18/2020 1:38:19 PM,9920,78.3,0.167
05/18/2020 1:38:29 PM,9930,78.3,0.16
05/18/2020 1:38:39 PM,9940,78.3,0.166
05/18/2020 1:38:49 PM,9950,78.2,0.162
05/18/2020 1:38:59 PM,9960,78.3,0.163
05/18/2020 1:39:09 PM,9970,78.2,0.163
05/18/2020 1:39:19 PM,9980,78,0.165
05/18/2020 1:39:29 PM,9990,78.1,0.161
05/18/2020 1:39:39 PM,10000,78.1,0.165
05/18/2020 1:39:49 PM,10010,78.1,0.166
05/18/2020 1:39:59 PM,10020,78.1,0.163
05/18/2020 1:40:09 PM,10030,78.2,0.161
05/18/2020 1:40:19 PM,10040,78.1,0.169
05/18/2020 1:40:29 PM,10050,78.2,0.166
05/18/2020 1:40:39 PM,10060,78.1,0.164
05/18/2020 1:40:49 PM,10070,78.2,0.168
05/18/2020 1:40:59 PM,10080,78.2,0.163
05/18/2020 1:41:09 PM,10090,78.2,0.162
05/18/2020 1:41:19 PM,10100,78.2,0.165
05/18/2020 1:41:29 PM,10110,78.2,0.165
05/18/2020 1:41:39 PM,10120,78.2,0.164
05/18/2020 1:41:49 PM,10130,78.3,0.162
05/18/2020 1:41:59 PM,10140,78.1,0.163
05/18/2020 1:42:09 PM,10150,78.2,0.162
05/18/2020 1:42:19 PM,10160,78.2,0.161
05/18/2020 1:42:29 PM,10170,78.2,0.16
05/18/2020 1:42:39 PM,10180,78.1,0.165
05/18/2020 1:42:49 PM,10190,78.1,0.16
05/18/2020 1:42:59 PM,10200,78.1,0.162
05/18/2020 1:43:09 PM,10210,78.1,0.161
05/18/2020 1:43:19 PM,10220,78.1,0.16
05/18/2020 1:43:29 PM,10230,78.2,0.162
05/18/2020 1:43:39 PM,10240,78.2,0.162
05/18/2020 1:43:49 PM,10250,78.2,0.163
05/18/2020 1:43:59 PM,10260,78.3,0.167
05/18/2020 1:44:09 PM,10270,78.4,0.164
05/18/2020 1:44:19 PM,10280,78.4,0.161
05/18/2020 1:44:29 PM,10290,78.4,0.165
05/18/2020 1:44:39 PM,10300,78.4,0.16
05/18/2020 1:44:49 PM,10310,78.4,0.162
05/18/2020 1:44:59 PM,10320,78.2,0.162
05/18/2020 1:45:09 PM,10330,78.2,0.166
05/18/2020 1:45:19 PM,10340,78.2,0.163
05/18/2020 1:45:29 PM,10350,78.2,0.162
05/18/2020 1:45:39 PM,10360,78.2,0.159
05/18/2020 1:45:49 PM,10370,78.2,0.16
05/18/2020 1:45:59 PM,10380,78.3,0.159
05/18/2020 1:46:09 PM,10390,78.2,0.162
05/18/2020 1:46:19 PM,10400,78.2,0.165
05/18/2020 1:46:29 PM,10410,78.4,0.162
05/18/2020 1:46:39 PM,10420,78.3,0.165
05/18/2020 1:46:49 PM,10430,78.4,0.16
05/18/2020 1:46:59 PM,10440,78.3,0.165
05/18/2020 1:47:09 PM,10450,78.6,0.164
05/18/2020 1:47:19 PM,10460,78.5,0.159
