Date and Time,Time (s),Temperature (C),Position (m),Velocity (m/s),Acceleration (m/s²),Temperature (°C)
05/25/2020 11:00:36 PM,27600,39.3,0.15,1.72E-05,-3.34E-07,22.1
05/25/2020 11:01:06 PM,27630,39.2,0.15,-5.73E-06,-3.29E-07,22
05/25/2020 11:01:36 PM,27660,39.2,0.15,-1.91E-05,-9.02E-08,22
05/25/2020 11:02:06 PM,27690,39.1,0.15,-3.82E-06,1.33E-07,21.9
05/25/2020 11:02:36 PM,27720,39.1,0.15,-9.56E-07,6.90E-08,21.9
05/25/2020 11:03:06 PM,27750,39.2,0.15,-4.63E-19,-6.90E-08,21.9
05/25/2020 11:03:36 PM,27780,39.2,0.15,-1.05E-05,1.06E-08,21.9
05/25/2020 11:04:06 PM,27810,39.2,0.15,-6.69E-06,1.96E-07,21.9
05/25/2020 11:04:36 PM,27840,39.2,0.15,7.64E-06,2.50E-07,21.9
05/25/2020 11:05:06 PM,27870,39.3,0.15,1.72E-05,7.96E-08,21.9
05/25/2020 11:05:36 PM,27900,39.3,0.15,1.05E-05,-1.33E-07,21.9
05/25/2020 11:06:06 PM,27930,39.3,0.15,4.78E-06,-1.96E-07,21.9
05/25/2020 11:06:36 PM,27960,39.4,0.15,-3.82E-06,-1.27E-07,22
05/25/2020 11:07:06 PM,27990,39.4,0.15,-3.82E-06,-9.02E-08,22
05/25/2020 11:07:36 PM,28020,39.4,0.15,-3.82E-06,1.49E-07,22
05/25/2020 11:08:06 PM,28050,39.5,0.15,-1.15E-05,3.88E-07,22
05/25/2020 11:08:36 PM,28080,39.4,0.15,3.06E-05,2.76E-07,22
05/25/2020 11:09:06 PM,28110,39.4,0.15,3.15E-05,-1.96E-07,22
05/25/2020 11:09:36 PM,28140,39.3,0.16,2.87E-06,-5.89E-07,22
05/25/2020 11:10:06 PM,28170,39.4,0.15,-1.91E-05,-3.45E-07,22
05/25/2020 11:10:36 PM,28200,39.4,0.15,-2.48E-05,-1.06E-08,22
05/25/2020 11:11:06 PM,28230,39.3,0.15,-2.87E-06,9.02E-08,22
05/25/2020 11:11:36 PM,28260,39.3,0.15,-1.53E-05,2.55E-07,22
05/25/2020 11:12:06 PM,28290,39.3,0.15,-1.24E-05,4.41E-07,22
05/25/2020 11:12:36 PM,28320,39.2,0.15,3.06E-05,3.72E-07,22
05/25/2020 11:13:06 PM,28350,39.2,0.15,3.06E-05,-1.43E-07,22
05/25/2020 11:13:36 PM,28380,39.1,0.16,8.60E-06,-3.77E-07,22
05/25/2020 11:14:06 PM,28410,39,0.15,-1.62E-05,-1.06E-08,22
05/25/2020 11:14:36 PM,28440,39,0.15,9.56E-06,1.43E-07,22.1
05/25/2020 11:15:06 PM,28470,39,0.15,2.77E-05,-2.12E-07,22.1
05/25/2020 11:15:36 PM,28500,39.1,0.16,-9.56E-06,-5.63E-07,22.1
05/25/2020 11:16:06 PM,28530,39.1,0.15,-3.54E-05,-2.50E-07,22.1
05/25/2020 11:16:36 PM,28560,39.2,0.15,-2.87E-05,2.28E-07,22.1
05/25/2020 11:17:06 PM,28590,39.2,0.15,1.91E-06,3.08E-07,22.1
05/25/2020 11:17:36 PM,28620,39.3,0.15,-5.73E-06,2.02E-07,22.1
05/25/2020 11:18:06 PM,28650,39.3,0.15,-2.87E-06,1.59E-07,22.1
05/25/2020 11:18:36 PM,28680,39.3,0.15,1.24E-05,1.27E-07,22.1
05/25/2020 11:19:06 PM,28710,39.3,0.15,1.24E-05,-5.84E-08,22.1
05/25/2020 11:19:36 PM,28740,39.4,0.15,1.91E-06,-1.75E-07,22.1
05/25/2020 11:20:06 PM,28770,39.4,0.15,-2.87E-06,-6.37E-08,22.1
05/25/2020 11:20:36 PM,28800,39.4,0.15,-3.82E-06,6.37E-08,22.1
05/25/2020 11:21:06 PM,28830,39.3,0.15,6.69E-06,4.25E-08,22.1
05/25/2020 11:21:36 PM,28860,39.3,0.15,3.82E-06,-9.02E-08,22.1
05/25/2020 11:22:06 PM,28890,39.4,0.15,-2.87E-06,-2.12E-07,22.1
05/25/2020 11:22:36 PM,28920,39.3,0.15,-1.05E-05,-1.06E-07,22.1
05/25/2020 11:23:06 PM,28950,39.3,0.15,-1.72E-05,7.96E-08,22.1
05/25/2020 11:23:36 PM,28980,39.3,0.15,-9.56E-07,3.29E-07,22.1
05/25/2020 11:24:06 PM,29010,39.2,0.15,1.91E-06,4.35E-07,22.1
05/25/2020 11:24:36 PM,29040,39.2,0.15,2.96E-05,1.96E-07,22.1
05/25/2020 11:25:06 PM,29070,39.2,0.15,3.06E-05,-3.03E-07,22.1
05/25/2020 11:25:36 PM,29100,39.2,0.16,5.73E-06,-6.95E-07,22.1
05/25/2020 11:26:06 PM,29130,39.1,0.15,-2.87E-05,-4.19E-07,22.1
05/25/2020 11:26:36 PM,29160,39.1,0.15,-3.63E-05,1.06E-07,22.1
05/25/2020 11:27:06 PM,29190,39,0.15,-2.87E-06,3.45E-07,22.1
05/25/2020 11:27:36 PM,29220,39,0.15,-9.56E-07,1.86E-07,22.1
05/25/2020 11:28:06 PM,29250,39.2,0.15,-1.91E-06,5.31E-09,22.1
05/25/2020 11:28:36 PM,29280,39.2,0.15,-3.82E-06,7.43E-08,22.1
05/25/2020 11:29:06 PM,29310,39.2,0.15,9.56E-07,2.97E-07,22.1
05/25/2020 11:29:36 PM,29340,39.3,0.15,9.56E-06,4.30E-07,22.1
05/25/2020 11:30:06 PM,29370,39.3,0.15,3.82E-05,2.18E-07,22.1
05/25/2020 11:30:36 PM,29400,39.3,0.15,3.63E-05,-3.24E-07,22.1
05/25/2020 11:31:06 PM,29430,39.3,0.16,1.34E-05,-5.68E-07,22.1
05/25/2020 11:31:36 PM,29460,39.3,0.15,-2.39E-05,-2.23E-07,22
05/25/2020 11:32:06 PM,29490,39.3,0.15,-3.82E-06,2.65E-08,21.9
05/25/2020 11:32:36 PM,29520,39.3,0.15,1.34E-05,-1.54E-07,21.9
05/25/2020 11:33:06 PM,29550,39.3,0.16,-1.91E-05,-4.19E-07,21.8
05/25/2020 11:33:36 PM,29580,39.3,0.15,-3.63E-05,-3.19E-08,21.8
05/25/2020 11:34:06 PM,29610,39.3,0.15,-2.96E-05,5.04E-07,21.8
05/25/2020 11:34:36 PM,29640,39.3,0.15,1.82E-05,4.83E-07,21.8
05/25/2020 11:35:06 PM,29670,39.2,0.15,1.72E-05,5.31E-09,21.8
05/25/2020 11:35:36 PM,29700,39.2,0.15,3.82E-06,-3.66E-07,21.8
05/25/2020 11:36:06 PM,29730,39.2,0.15,-1.43E-05,-1.54E-07,21.9
05/25/2020 11:36:36 PM,29760,39.2,0.15,-1.62E-05,2.07E-07,21.9
05/25/2020 11:37:06 PM,29790,39.2,0.15,9.56E-06,3.45E-07,21.9
05/25/2020 11:37:36 PM,29820,39.1,0.15,1.72E-05,1.01E-07,21.9
05/25/2020 11:38:06 PM,29850,39.1,0.15,1.43E-05,-2.39E-07,21.9
05/25/2020 11:38:36 PM,29880,39.1,0.15,-2.87E-06,-3.13E-07,21.9
05/25/2020 11:39:06 PM,29910,39,0.15,-1.34E-05,-1.33E-07,22
05/25/2020 11:39:36 PM,29940,39,0.15,-1.15E-05,1.17E-07,22
05/25/2020 11:40:06 PM,29970,39,0.15,-9.56E-07,1.06E-07,22
05/25/2020 11:40:36 PM,30000,39.1,0.15,5.73E-06,-1.06E-07,22
05/25/2020 11:41:06 PM,30030,39.1,0.15,-1.15E-05,-2.02E-07,22
05/25/2020 11:41:36 PM,30060,39.2,0.15,-2.01E-05,2.65E-08,22
05/25/2020 11:42:06 PM,30090,39.2,0.15,-1.15E-05,3.61E-07,22
05/25/2020 11:42:36 PM,30120,39.3,0.15,1.05E-05,3.93E-07,22
05/25/2020 11:43:06 PM,30150,39.3,0.15,2.29E-05,9.56E-08,22
05/25/2020 11:43:36 PM,30180,39.4,0.15,1.62E-05,-2.76E-07,22
05/25/2020 11:44:06 PM,30210,39.4,0.15,-4.63E-19,-3.93E-07,22
05/25/2020 11:44:36 PM,30240,39.3,0.15,-1.62E-05,-2.07E-07,22
05/25/2020 11:45:06 PM,30270,39.3,0.15,-1.53E-05,4.78E-08,22
05/25/2020 11:45:36 PM,30300,39.3,0.15,-5.73E-06,1.91E-07,22
05/25/2020 11:46:06 PM,30330,39.4,0.15,-1.91E-06,1.91E-07,22
05/25/2020 11:46:36 PM,30360,39.4,0.15,4.78E-06,3.03E-07,22.1
05/25/2020 11:47:06 PM,30390,39.4,0.15,8.60E-06,3.88E-07,22
05/25/2020 11:47:36 PM,30420,39.3,0.15,3.82E-05,1.11E-07,22
05/25/2020 11:48:06 PM,30450,39.3,0.15,3.44E-05,-4.46E-07,22
05/25/2020 11:48:36 PM,30480,39.3,0.16,-9.56E-07,-7.43E-07,22
05/25/2020 11:49:06 PM,30510,39.3,0.15,-3.25E-05,-3.50E-07,22.1
05/25/2020 11:49:36 PM,30540,39.2,0.15,-2.87E-05,1.49E-07,22.1
05/25/2020 11:50:06 PM,30570,39.2,0.15,-9.56E-07,2.65E-07,22
05/25/2020 11:50:36 PM,30600,39.1,0.15,-5.73E-06,1.33E-07,22.1
05/25/2020 11:51:06 PM,30630,39.1,0.15,-7.64E-06,7.43E-08,22.1
05/25/2020 11:51:36 PM,30660,39,0.15,1.91E-06,1.54E-07,22.1
05/25/2020 11:52:06 PM,30690,39,0.15,4.78E-06,1.59E-07,22.1
05/25/2020 11:52:36 PM,30720,39,0.15,9.56E-06,6.90E-08,22
05/25/2020 11:53:06 PM,30750,39,0.15,1.34E-05,-6.90E-08,22
05/25/2020 11:53:36 PM,30780,39.1,0.15,5.73E-06,-2.12E-07,22
05/25/2020 11:54:06 PM,30810,39.1,0.15,-3.82E-06,-1.86E-07,22
05/25/2020 11:54:36 PM,30840,39.2,0.15,-1.15E-05,1.54E-07,21.9
05/25/2020 11:55:06 PM,30870,39.2,0.15,-2.87E-06,4.46E-07,21.9
05/25/2020 11:55:36 PM,30900,39.3,0.15,3.25E-05,2.65E-07,21.9
05/25/2020 11:56:06 PM,30930,39.3,0.15,3.25E-05,-3.61E-07,21.9
05/25/2020 11:56:36 PM,30960,39.3,0.16,9.56E-07,-7.86E-07,22
05/25/2020 11:57:06 PM,30990,39.4,0.15,-3.63E-05,-2.71E-07,22
05/25/2020 11:57:36 PM,31020,39.4,0.15,-4.01E-05,5.10E-07,22
05/25/2020 11:58:06 PM,31050,39.3,0.15,2.48E-05,6.95E-07,22
05/25/2020 11:58:36 PM,31080,39.4,0.15,3.15E-05,8.49E-08,22
05/25/2020 11:59:06 PM,31110,39.3,0.16,1.72E-05,-5.04E-07,22
05/25/2020 11:59:36 PM,31140,39.3,0.15,-1.72E-05,-1.65E-07,22
05/26/2020 12:00:06 AM,31170,39.3,0.15,-1.72E-05,3.72E-07,22
05/26/2020 12:00:36 AM,31200,39.3,0.15,3.63E-05,3.13E-07,22
05/26/2020 12:01:06 AM,31230,39.3,0.16,3.06E-05,-4.09E-07,22
05/26/2020 12:01:36 AM,31260,39.3,0.16,-8.60E-06,-8.49E-07,22
05/26/2020 12:02:06 AM,31290,39.2,0.15,-4.59E-05,-4.03E-07,22
05/26/2020 12:02:36 AM,31320,39.1,0.15,-4.01E-05,2.18E-07,22.1
05/26/2020 12:03:06 AM,31350,39.2,0.15,-1.05E-05,4.51E-07,22.1
05/26/2020 12:03:36 AM,31380,39.1,0.15,-4.78E-06,2.97E-07,22
05/26/2020 12:04:06 AM,31410,39,0.15,-4.63E-19,9.56E-08,22
05/26/2020 12:04:36 AM,31440,39,0.15,2.87E-06,1.06E-08,22
05/26/2020 12:05:06 AM,31470,39,0.15,-9.56E-07,-4.78E-08,22
05/26/2020 12:05:36 AM,31500,39.1,0.15,-1.91E-06,-2.12E-08,22
05/26/2020 12:06:06 AM,31530,39.3,0.15,-3.82E-06,5.84E-08,22
05/26/2020 12:06:36 AM,31560,39.2,0.15,1.91E-06,1.01E-07,22.1
05/26/2020 12:07:06 AM,31590,39.2,0.15,5.73E-06,6.90E-08,22.1
05/26/2020 12:07:36 AM,31620,39.3,0.15,6.69E-06,-2.12E-08,22.1
05/26/2020 12:08:06 AM,31650,39.3,0.15,3.82E-06,-7.96E-08,22.1
05/26/2020 12:08:36 AM,31680,39.4,0.15,-4.63E-19,-1.11E-07,22.1
05/26/2020 12:09:06 AM,31710,39.3,0.15,-1.91E-06,-1.22E-07,22.1
05/26/2020 12:09:36 AM,31740,39.4,0.15,-7.64E-06,-2.58E-21,22.1
05/26/2020 12:10:06 AM,31770,39.4,0.15,-1.05E-05,2.18E-07,22.1
05/26/2020 12:10:36 AM,31800,39.4,0.15,8.60E-06,2.81E-07,22.1
05/26/2020 12:11:06 AM,31830,39.4,0.15,2.10E-05,4.25E-08,22.1
05/26/2020 12:11:36 AM,31860,39.4,0.15,1.15E-05,-9.56E-08,22.1
05/26/2020 12:12:06 AM,31890,39.3,0.15,-5.73E-06,9.02E-08,22.1
05/26/2020 12:12:36 AM,31920,39.3,0.15,1.82E-05,1.49E-07,22.1
05/26/2020 12:13:06 AM,31950,39.3,0.15,3.06E-05,-5.84E-08,22.1
05/26/2020 12:13:36 AM,31980,39.3,0.16,1.91E-06,-2.65E-07,22.1
05/26/2020 12:14:06 AM,32010,39.3,0.15,0,-1.65E-07,22.1
05/26/2020 12:14:36 AM,32040,39.2,0.15,9.56E-07,-1.80E-07,22.1
05/26/2020 12:15:06 AM,32070,39.2,0.16,1.91E-06,-3.72E-07,22.1
05/26/2020 12:15:36 AM,32100,39.1,0.15,-3.25E-05,-1.96E-07,22.1
05/26/2020 12:16:06 AM,32130,39,0.15,-3.34E-05,1.75E-07,22.1
05/26/2020 12:16:36 AM,32160,39.1,0.15,9.56E-07,3.61E-07,22.1
05/26/2020 12:17:06 AM,32190,39,0.15,0,2.02E-07,22.1
05/26/2020 12:17:36 AM,32220,39.1,0.15,-9.56E-07,4.78E-08,22
05/26/2020 12:18:06 AM,32250,39.2,0.15,4.78E-06,5.31E-08,22
05/26/2020 12:18:36 AM,32280,39.1,0.15,4.78E-06,5.31E-09,22
05/26/2020 12:19:06 AM,32310,39.2,0.15,3.82E-06,-6.90E-08,21.9
05/26/2020 12:19:36 AM,32340,39.3,0.15,9.56E-07,6.90E-08,22
05/26/2020 12:20:06 AM,32370,39.3,0.15,-3.82E-06,2.23E-07,22
05/26/2020 12:20:36 AM,32400,39.3,0.15,2.48E-05,1.27E-07,22
05/26/2020 12:21:06 AM,32430,39.3,0.15,2.01E-05,-2.65E-07,22
05/26/2020 12:21:36 AM,32460,39.3,0.16,-4.63E-19,-5.52E-07,22
05/26/2020 12:22:06 AM,32490,39.3,0.15,-2.68E-05,-1.86E-07,22
05/26/2020 12:22:36 AM,32520,39.3,0.15,-2.77E-05,2.65E-07,22
05/26/2020 12:23:06 AM,32550,39.4,0.15,1.43E-05,3.29E-07,22
05/26/2020 12:23:36 AM,32580,39.4,0.15,6.69E-06,1.59E-08,22
05/26/2020 12:24:06 AM,32610,39.3,0.15,-1.91E-06,-2.12E-07,22
05/26/2020 12:24:36 AM,32640,39.4,0.15,-8.60E-06,-3.19E-08,22
05/26/2020 12:25:06 AM,32670,39.3,0.15,-8.60E-06,1.22E-07,22
05/26/2020 12:25:36 AM,32700,39.3,0.15,7.64E-06,1.06E-07,22
05/26/2020 12:26:06 AM,32730,39.3,0.15,3.82E-06,-5.31E-08,22
05/26/2020 12:26:36 AM,32760,39.2,0.15,-1.91E-06,-9.02E-08,22
05/26/2020 12:27:06 AM,32790,39.2,0.15,-8.60E-06,1.17E-07,22
05/26/2020 12:27:36 AM,32820,39.2,0.15,3.82E-06,1.96E-07,22
05/26/2020 12:28:06 AM,32850,39.1,0.15,1.91E-05,-5.31E-09,22
05/26/2020 12:28:36 AM,32880,39.1,0.15,5.73E-06,-2.81E-07,22
05/26/2020 12:29:06 AM,32910,39.1,0.15,-1.15E-05,-1.91E-07,22
05/26/2020 12:29:36 AM,32940,39,0.15,-1.62E-05,2.12E-07,22
05/26/2020 12:30:06 AM,32970,39,0.15,6.69E-06,4.30E-07,22
05/26/2020 12:30:36 AM,33000,39.1,0.15,2.58E-05,1.86E-07,22
05/26/2020 12:31:06 AM,33030,39,0.15,2.39E-05,-3.13E-07,22
05/26/2020 12:31:36 AM,33060,39.2,0.16,0,-5.36E-07,22
05/26/2020 12:32:06 AM,33090,39.2,0.15,-2.39E-05,-3.24E-07,22
05/26/2020 12:32:36 AM,33120,39.2,0.15,-2.29E-05,1.27E-07,22
05/26/2020 12:33:06 AM,33150,39.3,0.15,-1.15E-05,3.93E-07,22.1
05/26/2020 12:33:36 AM,33180,39.3,0.15,1.05E-05,2.65E-07,22
05/26/2020 12:34:06 AM,33210,39.4,0.15,1.34E-05,-1.06E-08,22
05/26/2020 12:34:36 AM,33240,39.4,0.16,0,-1.11E-07,22
05/26/2020 12:35:06 AM,33270,39.3,0.15,-2.87E-06,4.25E-08,22
05/26/2020 12:35:36 AM,33300,39.4,0.15,6.69E-06,2.55E-07,22.1
05/26/2020 12:36:06 AM,33330,39.4,0.15,1.43E-05,2.39E-07,22
05/26/2020 12:36:36 AM,33360,39.4,0.15,2.87E-05,-6.90E-08,22.1
05/26/2020 12:37:06 AM,33390,39.3,0.15,1.82E-05,-5.20E-07,22.1
05/26/2020 12:37:36 AM,33420,39.3,0.16,-9.56E-06,-7.27E-07,22.1
05/26/2020 12:38:06 AM,33450,39.3,0.15,-4.11E-05,-1.27E-07,22.1
05/26/2020 12:38:36 AM,33480,39.3,0.15,-4.30E-05,6.42E-07,22.1
05/26/2020 12:39:06 AM,33510,39.2,0.15,2.87E-05,7.22E-07,22.1
05/26/2020 12:39:36 AM,33540,39.2,0.15,3.63E-05,1.59E-08,22.1
05/26/2020 12:40:06 AM,33570,39.1,0.16,9.56E-06,-6.32E-07,22.1
05/26/2020 12:40:36 AM,33600,39.1,0.15,-2.10E-05,-4.25E-07,22.1
05/26/2020 12:41:06 AM,33630,39.1,0.15,-2.77E-05,-5.31E-09,22.1
05/26/2020 12:41:36 AM,33660,39.1,0.15,-2.87E-06,1.91E-07,22.1
05/26/2020 12:42:06 AM,33690,39.1,0.15,-9.56E-06,1.43E-07,22.1
05/26/2020 12:42:36 AM,33720,39.1,0.15,-4.78E-06,6.37E-08,22
05/26/2020 12:43:06 AM,33750,39.1,0.15,0,1.17E-07,22
05/26/2020 12:43:36 AM,33780,39.1,0.15,-9.56E-07,1.06E-07,22
05/26/2020 12:44:06 AM,33810,39.2,0.15,7.64E-06,2.23E-07,22
05/26/2020 12:44:36 AM,33840,39.2,0.15,6.69E-06,3.56E-07,22
05/26/2020 12:45:06 AM,33870,39.2,0.15,3.25E-05,2.50E-07,22
05/26/2020 12:45:36 AM,33900,39.3,0.15,3.82E-05,-1.96E-07,21.9
05/26/2020 12:46:06 AM,33930,39.3,0.16,2.10E-05,-7.49E-07,21.9
05/26/2020 12:46:36 AM,33960,39.3,0.16,-1.72E-05,-7.64E-07,22
05/26/2020 12:47:06 AM,33990,39.3,0.16,-4.68E-05,-2.23E-07,22
05/26/2020 12:47:36 AM,34020,39.3,0.15,-3.15E-05,4.62E-07,22
05/26/2020 12:48:06 AM,34050,39.3,0.15,-4.78E-06,8.39E-07,22
05/26/2020 12:48:36 AM,34080,39.4,0.15,2.39E-05,6.21E-07,22
05/26/2020 12:49:06 AM,34110,39.3,0.16,4.87E-05,-2.12E-08,22
05/26/2020 12:49:36 AM,34140,39.3,0.15,2.68E-05,-6.48E-07,22
05/26/2020 12:50:06 AM,34170,39.3,0.16,-1.15E-05,-7.22E-07,22
05/26/2020 12:50:36 AM,34200,39.2,0.15,-3.25E-05,-1.91E-07,22
05/26/2020 12:51:06 AM,34230,39.3,0.15,-2.20E-05,2.12E-07,22
05/26/2020 12:51:36 AM,34260,39.2,0.15,2.87E-06,1.80E-07,22
05/26/2020 12:52:06 AM,34290,39.2,0.16,-8.60E-06,-6.37E-08,22
05/26/2020 12:52:36 AM,34320,39.2,0.15,-1.34E-05,-1.06E-07,22
05/26/2020 12:53:06 AM,34350,39.1,0.15,-1.72E-05,8.49E-08,22
05/26/2020 12:53:36 AM,34380,39.1,0.15,-7.64E-06,2.44E-07,22
05/26/2020 12:54:06 AM,34410,39,0.15,9.56E-07,3.40E-07,22
05/26/2020 12:54:36 AM,34440,38.9,0.15,1.24E-05,2.76E-07,22
05/26/2020 12:55:06 AM,34470,38.9,0.15,2.39E-05,2.12E-08,22
05/26/2020 12:55:36 AM,34500,39.1,0.15,1.91E-05,-1.43E-07,22
05/26/2020 12:56:06 AM,34530,39.2,0.16,-1.91E-06,-6.90E-08,22
05/26/2020 12:56:36 AM,34560,39.2,0.15,1.24E-05,4.25E-08,22
05/26/2020 12:57:06 AM,34590,39.2,0.15,1.82E-05,-1.65E-07,22
05/26/2020 12:57:36 AM,34620,39.2,0.16,6.69E-06,-3.29E-07,22
05/26/2020 12:58:06 AM,34650,39.2,0.15,-2.58E-05,-3.19E-08,22.1
05/26/2020 12:58:36 AM,34680,39.3,0.15,-2.87E-06,2.02E-07,22
05/26/2020 12:59:06 AM,34710,39.3,0.15,2.20E-05,-5.31E-08,22
05/26/2020 12:59:36 AM,34740,39.4,0.16,-4.78E-06,-4.88E-07,22
05/26/2020 1:00:06 AM,34770,39.3,0.15,-3.34E-05,-3.19E-07,22
05/26/2020 1:00:36 AM,34800,39.3,0.15,-3.54E-05,1.38E-07,22
05/26/2020 1:01:06 AM,34830,39.3,0.15,-4.78E-06,3.98E-07,22
05/26/2020 1:01:36 AM,34860,39.3,0.15,-8.60E-06,4.35E-07,22
05/26/2020 1:02:06 AM,34890,39.3,0.15,1.15E-05,3.13E-07,22
05/26/2020 1:02:36 AM,34920,39.3,0.15,2.68E-05,3.72E-08,22
05/26/2020 1:03:06 AM,34950,39.3,0.16,1.62E-05,-3.61E-07,22.1
05/26/2020 1:03:36 AM,34980,39.2,0.15,-6.69E-06,-4.19E-07,22.1
05/26/2020 1:04:06 AM,35010,39.2,0.15,-2.01E-05,-9.56E-08,22.1
05/26/2020 1:04:36 AM,35040,39.2,0.15,-1.24E-05,2.12E-07,22
05/26/2020 1:05:06 AM,35070,39.2,0.15,4.78E-06,2.44E-07,22.1
05/26/2020 1:05:36 AM,35100,39.1,0.15,6.69E-06,4.78E-08,22.1
05/26/2020 1:06:06 AM,35130,39.1,0.16,4.78E-06,-1.38E-07,22
05/26/2020 1:06:36 AM,35160,39,0.15,-3.82E-06,6.37E-08,22.1
05/26/2020 1:07:06 AM,35190,38.9,0.15,-9.56E-06,4.14E-07,22.1
05/26/2020 1:07:36 AM,35220,39,0.15,3.25E-05,3.93E-07,22
05/26/2020 1:08:06 AM,35250,39.1,0.15,4.30E-05,-2.34E-07,22
05/26/2020 1:08:36 AM,35280,39.1,0.16,1.43E-05,-6.80E-07,22
05/26/2020 1:09:06 AM,35310,39.1,0.16,-3.34E-05,-2.60E-07,22
05/26/2020 1:09:36 AM,35340,39.2,0.15,-1.34E-05,3.29E-07,22
05/26/2020 1:10:06 AM,35370,39.2,0.15,2.39E-05,2.50E-07,22
05/26/2020 1:10:36 AM,35400,39.2,0.16,1.62E-05,-3.82E-07,22
05/26/2020 1:11:06 AM,35430,39.2,0.15,-1.82E-05,-3.66E-07,22
05/26/2020 1:11:36 AM,35460,39.3,0.16,-4.01E-05,2.07E-07,22
05/26/2020 1:12:06 AM,35490,39.2,0.15,1.43E-05,4.62E-07,22
05/26/2020 1:12:36 AM,35520,39.3,0.15,2.10E-05,2.12E-08,22
05/26/2020 1:13:06 AM,35550,39.3,0.16,3.82E-06,-4.46E-07,22
05/26/2020 1:13:36 AM,35580,39.3,0.15,-2.58E-05,-1.06E-07,22
05/26/2020 1:14:06 AM,35610,39.3,0.15,-1.91E-05,3.19E-07,22
05/26/2020 1:14:36 AM,35640,39.3,0.15,2.48E-05,3.03E-07,22
05/26/2020 1:15:06 AM,35670,39.3,0.16,1.05E-05,-7.43E-08,22
05/26/2020 1:15:36 AM,35700,39.2,0.16,-9.56E-07,-2.60E-07,22
05/26/2020 1:16:06 AM,35730,39.2,0.15,-6.69E-06,-1.33E-07,22
05/26/2020 1:16:36 AM,35760,39.2,0.16,-4.78E-06,-3.72E-08,22
05/26/2020 1:17:06 AM,35790,39.1,0.15,-9.56E-06,1.27E-07,22
05/26/2020 1:17:36 AM,35820,39.1,0.15,-4.78E-06,3.82E-07,22
05/26/2020 1:18:06 AM,35850,39,0.15,1.62E-05,3.77E-07,22
05/26/2020 1:18:36 AM,35880,39,0.16,3.82E-05,-1.22E-07,22
05/26/2020 1:19:06 AM,35910,38.9,0.16,1.53E-05,-6.85E-07,22
05/26/2020 1:19:36 AM,35940,38.8,0.16,-2.58E-05,-6.90E-07,22
05/26/2020 1:20:06 AM,35970,39,0.15,-4.30E-05,-6.37E-08,22
05/26/2020 1:20:36 AM,36000,39.1,0.15,-2.77E-05,4.25E-07,22
05/26/2020 1:21:06 AM,36030,39.1,0.15,5.73E-06,5.47E-07,22
05/26/2020 1:21:36 AM,36060,39.2,0.15,1.91E-06,4.03E-07,22
05/26/2020 1:22:06 AM,36090,39.2,0.15,2.58E-05,1.01E-07,22
05/26/2020 1:22:36 AM,36120,39.2,0.15,2.48E-05,-2.97E-07,22
05/26/2020 1:23:06 AM,36150,39.4,0.16,9.56E-07,-5.73E-07,22
05/26/2020 1:23:36 AM,36180,39.3,0.15,-2.68E-05,-2.87E-07,22
05/26/2020 1:24:06 AM,36210,39.3,0.15,-2.58E-05,1.43E-07,22
05/26/2020 1:24:36 AM,36240,39.3,0.15,-4.63E-19,3.13E-07,22
05/26/2020 1:25:06 AM,36270,39.3,0.15,0,1.96E-07,22
05/26/2020 1:25:36 AM,36300,39.3,0.15,3.82E-06,4.78E-08,22
05/26/2020 1:26:06 AM,36330,39.4,0.15,5.73E-06,1.06E-08,22
05/26/2020 1:26:36 AM,36360,39.4,0.15,2.87E-06,-5.31E-09,22
05/26/2020 1:27:06 AM,36390,39.3,0.15,2.87E-06,2.12E-08,22
05/26/2020 1:27:36 AM,36420,39.3,0.15,5.73E-06,3.72E-08,22
05/26/2020 1:28:06 AM,36450,39.3,0.16,6.69E-06,-1.59E-08,22
05/26/2020 1:28:36 AM,36480,39.3,0.15,5.73E-06,-2.12E-08,22
05/26/2020 1:29:06 AM,36510,39.2,0.15,-4.63E-19,-1.59E-08,22
05/26/2020 1:29:36 AM,36540,39.2,0.16,8.60E-06,-8.49E-08,22
05/26/2020 1:30:06 AM,36570,39.1,0.15,9.56E-07,-1.65E-07,22
05/26/2020 1:30:36 AM,36600,39.1,0.16,-1.05E-05,-1.59E-07,22
05/26/2020 1:31:06 AM,36630,39.1,0.15,-1.05E-05,4.25E-08,22
05/26/2020 1:31:36 AM,36660,39,0.15,-8.60E-06,1.65E-07,22
05/26/2020 1:32:06 AM,36690,39,0.15,6.69E-06,9.56E-08,22
05/26/2020 1:32:36 AM,36720,39,0.15,1.91E-06,-3.72E-08,22
05/26/2020 1:33:06 AM,36750,39,0.15,-3.82E-06,-1.22E-07,22
05/26/2020 1:33:36 AM,36780,39.1,0.15,-4.78E-06,-6.37E-08,21.9
05/26/2020 1:34:06 AM,36810,39.1,0.15,-8.60E-06,-2.56E-21,21.9
05/26/2020 1:34:36 AM,36840,39.2,0.15,-4.78E-06,6.90E-08,21.9
05/26/2020 1:35:06 AM,36870,39.2,0.15,-3.82E-06,9.56E-08,21.9
05/26/2020 1:35:36 AM,36900,39.2,0.15,2.87E-06,3.72E-08,21.9
05/26/2020 1:36:06 AM,36930,39.2,0.15,9.56E-07,1.75E-07,21.9
05/26/2020 1:36:36 AM,36960,39.2,0.15,-2.87E-06,3.66E-07,21.9
